Compound name,Compound id,Device id,Publish year,Doi,Journal name,Smiles,Mn(Kda),Dispersity(Đ),π-π Spacing,d(100),Device architectures,Channel length(μm),Channel width(μm),Ratio of channel length and width,Materials of dielectric layer,Thickness of dielectric layer(μm),Capacitance of unit area(nF),Materials of source and drain electrodes,Materials of gate electrodes,Fabrication method,Annealing temperature,Spin coating solvent,Spin coating speed(rpm),Test environment,Type of carriers,HOMO (eV),LUMO (eV),Max hole mobility (cm²V⁻¹s⁻¹),Mean hole mobility (cm²V⁻¹s⁻¹),Hole threshold voltage(V),Hole on and off ratio,Max electron mobility (cm²V⁻¹s⁻¹),Mean electron mobility (cm²V⁻¹s⁻¹),Electron threshold voltage(V),Electron on and off ratio,Max mobility (cm²V⁻¹s⁻¹),Comments
PBIBDF-BT,309,297,2015,10.1039/c5py00161g,Polymer Chemistry,O=C1N(C(C=C(C2=CC(CCCCCCCCCCCC)=C(C3=C(CCCCCCCCCCCC)C=CS3)S2)S4)=C4/C1=C5C6=CC(SC7=O)=C(/C7=C(C8=O)/C9C(C=CS9)N8CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C6SC/5=O)CC(CCCCCCCCCC)CCCCCCCCCCCC,10.98,1.86,3.52,26.3,BG/TC,100.0,800.0,8.0,Cytop-treated SiO2,340.0,10.0,Au,Si,Spin coating - annealing,150.0,Chloroform,,Ambient,p,-5.18,-3.94,0.45,0.36,-14.4,100-1000,0.02,0.01,69.1,100-1000,0.45,""
PBIBDF-BT,309,298,2015,10.1039/c5py00161g,Polymer Chemistry,O=C1N(C(C=C(C2=CC(CCCCCCCCCCCC)=C(C3=C(CCCCCCCCCCCC)C=CS3)S2)S4)=C4/C1=C5C6=CC(SC7=O)=C(/C7=C(C8=O)/C9C(C=CS9)N8CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C6SC/5=O)CC(CCCCCCCCCC)CCCCCCCCCCCC,10.98,1.86,3.52,26.3,BG/TC,100.0,800.0,8.0,Cytop-treated SiO2,340.0,10.0,Au,Si,Spin coating - annealing,180.0,Chloroform,,Ambient,p,-5.18,-3.94,0.61,0.53,-16.2,100-1000,0.07,0.06,76.2,100-1000,0.61,""
PyDI-T,310,299,2021,10.1039/d1tc01729b,Journal of Materials Chemistry C,O=C(N(CC(CCCCCCCCCC)CCCCCCCC)C1=O)C(C2=C1C=C3C4=CC=CS4)=CC5=CC=C(C6=C5C2=C3C=C6C(N7CC(CCCCCCCC)CCCCCCCCCC)=O)C7=O,44.8,3.38,,23.5,TG/BC,,,,CYTOP,500.0,3.7,Au,Al,Spin coating - annealing,180.0,oDCB,1500,Ambient,n,-5.65,-3.85,,,,,0.087,0.057,13.9,10000-100000,0.087,""
PyDI-TT,311,300,2021,10.1039/d1tc01729b,Journal of Materials Chemistry C,O=C(N(CC(CCCCCCCCCC)CCCCCCCC)C1=O)C(C2=C1C=C3C4=CC=C(C5=CC=CS5)S4)=CC6=CC=C(C7=C6C2=C3C=C7C(N8CC(CCCCCCCC)CCCCCCCCCC)=O)C8=O,52.4,2.89,3.7,23.5,TG/BC,,,,CYTOP,500.0,3.7,Au,Al,Spin coating - annealing,180.0,oDCB,1500,Ambient,n,-5.39,-3.84,,,,,0.335,0.176,12.6,10000-100000,0.335,""
TIF-BT,312,301,2017,10.1002/adma.201702523,Advanced Materials,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)C2=C(C=C(C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)C3=C4C=C5C(C=C(C6=CC=CC7=NSN=C67)S5)=C3)C4=C2)C(C1=C8)=CC9=C8C=CS9,56.5,1.47,4.05,,BG/TC,20.0,1000.0,50.0,CYTOP,480.0,3.9,Au/Ti,Al,Spin coating - annealing,90.0,oDCB,,Nitrogen,p,-5.7,-3.7,2.8,,0.0,10000000,,,,,2.8,""
TIF-FBT,313,302,2017,10.1002/adma.201702523,Advanced Materials,FC1=C(C2=NSN=C2C=C1)C(S3)=CC(C3=C4)=CC5=C4C6=CC(C7(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)=C(C=C6C5(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C(C7=C8)=CC9=C8C=CS9,55.2,1.5,4.0,,BG/TC,20.0,1000.0,50.0,CYTOP,480.0,3.9,Au/Ti,Al,Spin coating - annealing,90.0,oDCB,,Nitrogen,p,-5.7,-3.7,0.5,,,,,,,,0.5,""
TIF-DFBT,314,303,2017,10.1002/adma.201702523,Advanced Materials,FC1=C(C2=NSN=C2C=C1F)C(S3)=CC(C3=C4)=CC5=C4C6=CC(C7(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)=C(C=C6C5(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C(C7=C8)=CC9=C8C=CS9,49.0,1.51,3.95,,BG/TC,20.0,1000.0,50.0,CYTOP,480.0,3.9,Au/Ti,Al,Spin coating - annealing,90.0,oDCB,,Nitrogen,p,-5.8,-3.7,0.2,,,,,,,,0.2,""
TIF-TT,315,304,2017,10.1002/adma.201702523,Advanced Materials,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)C2=C(C=C(C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)C3=C4C=C5C(C=C(C6=CC7=C(C=CS7)S6)S5)=C3)C4=C2)C(C1=C8)=CC9=C8C=CS9,29.8,2.04,,,BG/TC,20.0,1000.0,50.0,CYTOP,480.0,3.9,Au/Ti,Al,Spin coating - annealing,90.0,oDCB,,Nitrogen,p,-5.5,-3.3,0.0006,,,,,,,,0.0006,""
PNDIF-T2,316,305,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C(N1CCCCCCCCCCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(F)F)C2=C(C3=CC=C(C4=CC=CS4)S3)C=C5C6=C(C(N(CCCCCCCCCCC(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)(F)F)C5=O)=O)C=CC(C1=O)=C26,28.0,2.04,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,100.0,Chloroform,2000,Nitrogen,n,-5.62,-4.01,,,,,0.48,0.46,11.3,100000,0.48,""
PNDIF-T2,316,306,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C(N1CCCCCCCCCCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(F)F)C2=C(C3=CC=C(C4=CC=CS4)S3)C=C5C6=C(C(N(CCCCCCCCCCC(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)(F)F)C5=O)=O)C=CC(C1=O)=C26,28.0,2.04,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,280.0,Chloroform,2000,Nitrogen,n,-5.62,-4.01,,,,,3.25,3.03,10.5,100000,3.25,""
PNDIF-T2,316,307,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C(N1CCCCCCCCCCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(F)F)C2=C(C3=CC=C(C4=CC=CS4)S3)C=C5C6=C(C(N(CCCCCCCCCCC(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)(F)F)C5=O)=O)C=CC(C1=O)=C26,28.0,2.04,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,300.0,Chloroform,2000,Nitrogen,n,-5.62,-4.01,,,,,3.93,3.35,7.3,100000,3.93,""
PNDIF-TVT,317,308,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C(N1CCCCCCCCCCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(F)F)C2=C(C3=CC=C(/C=C/C4=CC=CS4)S3)C=C5C6=C(C(N(CCCCCCCCCCC(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)(F)F)C5=O)=O)C=CC(C1=O)=C26,33.0,1.55,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating,,Chloroform,2000,Nitrogen,n,-5.38,-3.99,,,,,0.104,0.06,4.7,10000,0.104,""
PNDIF-TVT,317,309,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C(N1CCCCCCCCCCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(F)F)C2=C(C3=CC=C(/C=C/C4=CC=CS4)S3)C=C5C6=C(C(N(CCCCCCCCCCC(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)(F)F)C5=O)=O)C=CC(C1=O)=C26,33.0,1.55,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,100.0,Chloroform,2000,Nitrogen,n,-5.38,-3.99,,,,,0.232,0.121,3.6,10000,0.232,""
PNDIF-TVT,317,310,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C(N1CCCCCCCCCCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(F)F)C2=C(C3=CC=C(/C=C/C4=CC=CS4)S3)C=C5C6=C(C(N(CCCCCCCCCCC(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)(F)F)C5=O)=O)C=CC(C1=O)=C26,33.0,1.55,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,280.0,Chloroform,2000,Nitrogen,n,-5.38,-3.99,,,,,2.24,1.93,12.4,10000,2.24,""
PNDIF-TVT,317,311,2016,10.1021/jacs.5b10445,Journal of American Chemical Society,O=C(N1CCCCCCCCCCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(F)F)C2=C(C3=CC=C(/C=C/C4=CC=CS4)S3)C=C5C6=C(C(N(CCCCCCCCCCC(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)(F)F)C5=O)=O)C=CC(C1=O)=C26,33.0,1.55,3.9,26.1,BG/TC,150.0,1500.0,10.0,OTS-treated SiO2,300.0,11.0,Au,p+-Si,Spin coating - annealing,300.0,Chloroform,2000,Nitrogen,n,-5.38,-3.99,,,,,3.75,3.33,18.3,100000,3.75,""
pBTTz,318,312,2018,10.1002/adma.201707164,Advanced Materials,O=C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C1=O)C2=CC=C3C4=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)=O)C(C5=CN=C(S5)C(C6=NSN=C67)=CC=C7C8=NC=CS8)=CC1=C42,62.5,2.7,,,BG/TC,100.0,1000.0,10.0,OTMS-treated SiO2,300.0,13.7,Au,n+-Si,Spin coating - annealing,250.0,Chlorobenzene,2500,vacuum,n,-6.01,-3.89,,,,,0.46,0.32,4.0,100000-1000000,0.46,""
pPTT,319,313,2018,10.1002/adma.201707164,Advanced Materials,O=C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C1=O)C2=CC=C3C4=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)=O)C(C5=CC=C(S5)C(C6=NSN=C67)=CN=C7C8=CC=CS8)=CC1=C42,73.2,2.0,4.0,,BG/TC,100.0,1000.0,10.0,OTMS-treated SiO2,300.0,13.7,Au,n+-Si,Spin coating - annealing,250.0,Chlorobenzene,2500,vacuum,n,-5.87,-3.82,,,,,2.11,1.87,3.0,100000-1000000,2.11,""
pSNT,320,314,2018,10.1002/adma.201707164,Advanced Materials,O=C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C1=O)C2=CC=C3C4=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)=O)C(C5=CC=C(S5)C(C6=NSN=C67)C8=NN(CC(CC)CCCC)N=C8C7C9=CC=CS9)=CC1=C42,61.3,2.5,3.63,,BG/TC,100.0,1000.0,10.0,OTMS-treated SiO2,300.0,13.7,Au,n+-Si,Spin coating - annealing,250.0,Chlorobenzene,2500,vacuum,n,-5.45,-3.88,0.011,0.01,-50.0,10-100,4.87,3.96,8.0,100000-1000000,2.11,"NTMS-SAM treated SiO2 can achieve 5.35(4.58) electron mobility and VT =1 with 1e6-1e7 on/off rate"
DPPPhF0,321,315,2013,10.1002/adma.201205320,Advanced Materials,O=C1C(C(C(N2CC(CCCCCCCC)CCCCCC)=O)=C(C3=CC=C(C4=CC=CC=C4)S3)N1CC(CCCCCC)CCCCCCCC)=C2C5=CC=CS5,17.4,2.01,3.93,,BG/TC,200.0,1000.0,5.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,3000,Inert,ambipolar,-5.36,-3.56,0.37,0.34,,,0.24,0.23,,,0.37,""
DPPPhF1,322,316,2013,10.1002/adma.201205320,Advanced Materials,O=C1C(C(C(N2CC(CCCCCCCC)CCCCCC)=O)=C(C3=CC=C(C4=C(F)C=CC=C4)S3)N1CC(CCCCCC)CCCCCCCC)=C2C5=CC=CS5,54.0,1.94,3.93,,BG/TC,150.0,2000.0,13.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,3000,Inert,ambipolar,-5.45,-3.57,0.3,0.21,,,0.26,0.21,,,0.3,""
DPPPhF2,323,317,2013,10.1002/adma.201205320,Advanced Materials,O=C1C(C(C(N2CC(CCCCCCCC)CCCCCC)=O)=C(C3=CC=C(C4=C(F)C=CC(F)=C4)S3)N1CC(CCCCCC)CCCCCCCC)=C2C5=CC=CS5,18.8,1.73,3.93,,BG/TC,100.0,1500.0,15.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,3000,Inert,n,-5.57,-3.56,0.02,0.02,,,0.09,0.08,,,0.09,""
DPPPhF4,324,318,2013,10.1002/adma.201205320,Advanced Materials,O=C1C(C(C(N2CC(CCCCCCCC)CCCCCC)=O)=C(C3=CC=C(C4=C(F)C(F)=CC(F)=C4F)S3)N1CC(CCCCCC)CCCCCCCC)=C2C5=CC=CS5,16.3,1.79,3.93,,BG/TC,100.0,1000.0,10.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,200.0,Chloroform,3000,Inert,n,-5.65,-3.64,0.16,0.15,,,0.99,0.9,,,0.99,""
DPPPhF4,324,319,2013,10.1002/adma.201205320,Advanced Materials,O=C1C(C(C(N2CC(CCCCCCCC)CCCCCC)=O)=C(C3=CC=C(C4=C(F)C(F)=CC(F)=C4F)S3)N1CC(CCCCCC)CCCCCCCC)=C2C5=CC=CS5,16.3,1.79,3.93,,BG/TC,100.0,1000.0,10.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,250.0,Chloroform,3000,Inert,n,-5.65,-3.64,0.19,0.17,,,1.35,1.25,,,1.35,""
DPPPhF4,324,320,2013,10.1002/adma.201205320,Advanced Materials,O=C1C(C(C(N2CC(CCCCCCCC)CCCCCC)=O)=C(C3=CC=C(C4=C(F)C(F)=CC(F)=C4F)S3)N1CC(CCCCCC)CCCCCCCC)=C2C5=CC=CS5,16.3,1.79,3.93,,BG/TC,100.0,1000.0,10.0,ODTS-treated SiO2,300.0,11.0,Au,n+-Si,Spin coating - annealing,280.0,Chloroform,3000,Inert,n,-5.65,-3.64,0.25,0.23,,,2.36,2.0,,,2.36,""
P0F,325,321,2017,10.1002/adma.201606217,Advanced Materials,O=C1/C(C2=CC=CC=C2N1CC(CCCCCCCCCCCC)CCCCCCCCCC)=C3C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=C/3C=CC(C5=CC=C(/C=C/C6=CC=CS6)S5)=C4)=O,88.8,1.74,3.73,20.47,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000,Ambient,p,-5.48,-3.63,0.67,0.42,-20.0,10000,,,,,0.67,""
P2F,326,322,2017,10.1002/adma.201606217,Advanced Materials,O=C1/C(C2=CC=CC(F)=C2N1CC(CCCCCCCCCCCC)CCCCCCCCCC)=C3C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=C/3C=CC(C5=CC=C(/C=C/C6=CC=CS6)S5)=C4F)=O,165.6,1.61,3.48,22.52,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000,Ambient,ambipolar,-5.54,-3.7,3.49,2.79,-38.0,100000,2.77,1.96,70.0,10000,3.49,""
P4F,327,323,2017,10.1002/adma.201606217,Advanced Materials,O=C1/C(C2=CC=CC=C2N1CC(CCCCCCCCCCCC)CCCCCCCCCC)=C3C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=C/3C=CC(C5=C(F)C(F)=C(/C=C/C6=C(F)C(F)=CS6)S5)=C4)=O,82.7,1.88,3.54,22.4,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000,Ambient,ambipolar,-5.76,-3.68,0.89,0.75,-54.0,10000-100000,1.63,1.28,50.0,1000000-10000000,1.63,""
P6F,328,324,2017,10.1002/adma.201606217,Advanced Materials,O=C1/C(C2=CC=CC(F)=C2N1CC(CCCCCCCCCCCC)CCCCCCCCCC)=C3C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C4=C/3C=CC(C5=C(F)C(F)=C(/C=C/C6=C(F)C(F)=CS6)S5)=C4F)=O,46.5,1.39,3.59,21.82,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000,Ambient,n,-5.82,-3.83,3.9,2.67,-70.0,10000-100000,3.5,2.57,38.0,1000000,3.9,""
P6FC3,329,325,2017,10.1002/adma.201606217,Advanced Materials,O=C1/C(C2=CC=CC(F)=C2N1CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=C3C(N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C4=C/3C=CC(C5=C(F)C(F)=C(/C=C/C6=C(F)C(F)=CS6)S5)=C4F)=O,52.9,1.54,3.43,27.56,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000,Ambient,n,-5.95,-3.8,,,,,4.97,3.04,55.0,1000000-10000000,4.97,""
P6F2TC3,330,326,2017,10.1002/adma.201606217,Advanced Materials,O=C1/C(C2=CC=CC(F)=C2N1CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=C3C(N(CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)C4=C/3C=CC(C5=C(F)C(F)=C(C6=C(F)C(F)=CS6)S5)=C4F)=O,88.0,1.94,3.47,27.44,TG/BC,80.0,5600.0,70.0,PMMA,500.0,5.5,Au,Au,Spin coating - annealing,200.0,oDCB,1000,Ambient,n,-6.09,-3.92,,,,,1.35,1.08,45.0,1000000,1.35,""
C18-DPP-C17-BTZ,331,327,2015,10.1039/c5sc01326g,Chemical Science,O=C1N(CCCCCCCCCCCCCCCCCC)C(C2=CC=CS2)=C3C1=C(C4=CC=C(C5=CC=CC6=NN(C(CCCCCCCC)CCCCCCCC)N=C56)S4)N(CCCCCCCCCCCCCCCCCC)C3=O,63.0,3.2,3.7,28.6,BG/TC,20.0,1000.0,50.0,PMMA,500.0,5.5,Cr/Au,Al,Spin coating - annealing,110.0,Chlorobenzene,,Nitrogen,ambipolar,-5.15,-3.9,2.4,,,>10000000,1.5,,,>10000000,2.4,"The authors did not mention which mode the on/off ratio applies to."
C18-DPP-C8-BTZ,332,328,2015,10.1039/c5sc01326g,Chemical Science,O=C1N(CCCCCCCCCCCCCCCCCC)C(C2=CC=CS2)=C3C1=C(C4=CC=C(C5=CC=CC6=NN(CCCCCCCC)N=C56)S4)N(CCCCCCCCCCCCCCCCCC)C3=O,11.0,4.0,3.7,25.7,BG/TC,20.0,1000.0,50.0,PMMA,500.0,5.5,Cr/Au,Al,Spin coating - annealing,110.0,oDCB,,Nitrogen,ambipolar,-5.13,-3.81,0.48,,,>100000,0.31,,,>100000,0.48,""
C20-DPP-C8-BTZ,333,329,2015,10.1039/c5sc01326g,Chemical Science,O=C1N(CC(CCCCCCCC)CCCCCCCCCC)C(C2=CC=CS2)=C3C1=C(C4=CC=C(C5=CC=CC6=NN(CCCCCCCC)N=C56)S4)N(CCCCCCCCCCCCCCCCCC)C3=O,93.0,1.5,,,BG/TC,20.0,1000.0,50.0,PMMA,500.0,5.5,Cr/Au,Al,Spin coating - annealing,300.0,Chlorobenzene,,Nitrogen,ambipolar,,,0.075,,,>100000,0.073,,,>100000,0.075,"the energy gap is 1.30eV"
C16-DPP-C8-BTZ,334,330,2015,10.1039/c5sc01326g,Chemical Science,O=C1N(CCCCCCCCCCCCCCCC)C(C2=CC=CS2)=C3C1=C(C4=CC=C(C5=CC=CC6=NN(CCCCCCCC)N=C56)S4)N(CCCCCCCCCCCCCCCCCC)C3=O,28.0,2.0,3.6,23.2,BG/TC,20.0,1000.0,50.0,PMMA,500.0,5.5,Cr/Au,Al,Spin coating - annealing,300.0,Chlorobenzene,,Nitrogen,ambipolar,,,0.011,,,>10000,0.018,,,>10000,0.018,"the energy gap is 1.28eV"
PPyDPP1-BT,335,331,2018,10.1002/adfm.201801097,Advanced Functional Materials,O=C1C(C(C(N2CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C3=NC=C(C4=CC=C(C5=CC=CS5)S4)C=C3)N1CC(CCCCCCCCCC)CCCCCCCCCCCC)=C2C6=NC=CC=C6,62.1,1.92,3.59,20.58,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,100.0,oDCB,3000,Ambient,ambipolar,-5.65,-3.47,0.86,0.75,-40.0,1000,1.05,0.87,35.0,1000,1.05,""
PPyDPP1-BT,335,332,2018,10.1002/adfm.201801097,Advanced Functional Materials,O=C1C(C(C(N2CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C3=NC=C(C4=CC=C(C5=CC=CS5)S4)C=C3)N1CC(CCCCCCCCCC)CCCCCCCCCCCC)=C2C6=NC=CC=C6,62.1,1.92,3.59,20.58,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,200.0,oDCB,3000,Ambient,ambipolar,-5.65,-3.47,0.61,0.54,-41.0,1000,0.83,0.71,31.0,1000,0.83,""
PPyDPP1-4FBT,336,333,2018,10.1002/adfm.201801097,Advanced Functional Materials,O=C1C(C(C(N2CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C3=NC=C(C4=C(F)C(F)=C(C5=C(F)C(F)=CS5)S4)C=C3)N1CC(CCCCCCCCCC)CCCCCCCCCCCC)=C2C6=NC=CC=C6,157.4,1.85,3.56,20.65,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,100.0,oDCB,3000,Ambient,n,-5.93,-3.65,,,,,0.58,0.47,43.0,100000,0.58,""
PPyDPP1-4FBT,336,334,2018,10.1002/adfm.201801097,Advanced Functional Materials,O=C1C(C(C(N2CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C3=NC=C(C4=C(F)C(F)=C(C5=C(F)C(F)=CS5)S4)C=C3)N1CC(CCCCCCCCCC)CCCCCCCCCCCC)=C2C6=NC=CC=C6,157.4,1.85,3.56,20.65,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,200.0,oDCB,3000,Ambient,n,-5.93,-3.65,,,,,1.02,0.92,33.0,100000,1.02,""
PPyDPP1-4FBT,336,335,2018,10.1002/adfm.201801097,Advanced Functional Materials,O=C1C(C(C(N2CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C3=NC=C(C4=C(F)C(F)=C(C5=C(F)C(F)=CS5)S4)C=C3)N1CC(CCCCCCCCCC)CCCCCCCCCCCC)=C2C6=NC=CC=C6,157.4,1.85,3.56,20.65,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,250.0,oDCB,3000,Ambient,n,-5.93,-3.65,,,,,0.81,0.68,29.0,100000,0.81,""
PPyDPP2-4FBT,337,336,2018,10.1002/adfm.201801097,Advanced Functional Materials,O=C1C(C(C(N2CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=O)=C(C3=NC=C(C4=C(F)C(F)=C(C5=C(F)C(F)=CS5)S4)C=C3)N1CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=C2C6=NC=CC=C6,120.2,2.26,3.52,26.81,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,100.0,oDCB,3000,Ambient,n,-5.96,-3.69,,,,,2.06,1.79,43.0,100000,2.06,""
PPyDPP2-4FBT,337,337,2018,10.1002/adfm.201801097,Advanced Functional Materials,O=C1C(C(C(N2CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=O)=C(C3=NC=C(C4=C(F)C(F)=C(C5=C(F)C(F)=CS5)S4)C=C3)N1CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=C2C6=NC=CC=C6,120.2,2.26,3.52,26.81,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,200.0,oDCB,3000,Ambient,n,-5.96,-3.69,,,,,2.45,2.08,28.0,100000,2.45,""
PPyDPP2-4FBT,337,338,2018,10.1002/adfm.201801097,Advanced Functional Materials,O=C1C(C(C(N2CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=O)=C(C3=NC=C(C4=C(F)C(F)=C(C5=C(F)C(F)=CS5)S4)C=C3)N1CCCC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)=C2C6=NC=CC=C6,120.2,2.26,3.52,26.81,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,250.0,oDCB,3000,Ambient,n,-5.96,-3.69,,,,,1.56,1.29,28.0,100000,1.56,""
PPyDPP1-4FTVT,338,339,2018,10.1002/adfm.201801097,Advanced Functional Materials,O=C1C(C(C(N2CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C3=NC=C(C4=C(F)C(F)=C(/C=C/C5=C(F)C(F)=CS5)S4)C=C3)N1CC(CCCCCCCCCC)CCCCCCCCCCCC)=C2C6=NC=CC=C6,102.7,1.77,3.51,20.91,TG/BC,80.0,5600.0,70.0,PMMA,600.0,5.3,Au,Al,Spin coating - annealing,100.0,oDCB,3000,Ambient,n,-5.86,-3.66,,,,,0.82,0.74,32.0,1000000,0.82,""
